Event Name,Event Type,Event Description,Date & Time,Duration (hrs),City,Country,Latitude,Longitude,Attendees,Average Rating,Review Count,Cost,Target Audience
Ramayana Royal Procession of Arts in Nonthaburi,Arts,"Explore Thai creativity at the Ramayana Royal Procession of Arts in Nonthaburi, a vibrant showcase of traditional and contemporary arts in Nonthaburi.",2/21/2025 14:00,5,Nonthaburi,Thailand,6.28264446,96.34979868,3029,3.1,760,High,Locals
Smart Learning Thailand in Chiang Mai,Education,"Engage in dialogue and discovery at the Smart Learning Thailand in Chiang Mai, an inspiring event promoting lifelong learning in Chiang Mai.",2/6/2025 8:48,4,Chiang Mai,Thailand,11.60059095,102.8736823,3456,3.5,324,Free,Everyone
Floating Island Street Feast of Food in Hat Yai,Food,"Experience the taste of Thailand at the Floating Island Street Feast of Food in Hat Yai, featuring iconic dishes and culinary traditions from Hat Yai.",1/30/2025 20:03,1,Hat Yai,Thailand,18.31098022,101.9238308,4937,3.5,936,Free,Everyone
Isaan Sound Celebration in Chiang Mai,Music,"Enjoy live performances and local rhythms at the Isaan Sound Celebration in Chiang Mai, celebrating Thai music culture in Chiang Mai.",3/10/2025 5:05,5,Chiang Mai,Thailand,17.66884664,99.94535402,3596,3.4,761,Free,Nomads
Explore Asia Travel Summit in Udon Thani,Travel,"Meet fellow travelers and discover new destinations at the Explore Asia Travel Summit in Udon Thani, spotlighting adventure and exploration in Udon Thani.",3/1/2025 0:07,4,Udon Thani,Thailand,12.17503761,104.3922181,838,4.9,641,Free,Locals
FutureCode Conference in Phuket,Technology,"Join leading tech minds and innovators at the FutureCode Conference in Phuket, where the future of technology unfolds in Phuket.",3/5/2025 5:14,6,Phuket,Thailand,19.8543132,99.54735724,1495,3.7,248,High,Locals
Floating Temple Fair of Arts in Chiang Mai,Arts,"Explore Thai creativity at the Floating Temple Fair of Arts in Chiang Mai, a vibrant showcase of traditional and contemporary arts in Chiang Mai.",3/4/2025 16:30,3,Chiang Mai,Thailand,9.125470289,104.7616671,659,4.5,888,Medium,Nomads
Sea Island Street Feast of Food in Surat Thani,Food,"Experience the taste of Thailand at the Sea Island Street Feast of Food in Surat Thani, featuring iconic dishes and culinary traditions from Surat Thani.",2/5/2025 2:43,1,Surat Thani,Thailand,6.916836341,100.3290286,3481,3.3,908,High,Locals
Digital Futures Forum in Nonthaburi,Technology,"Join leading tech minds and innovators at the Digital Futures Forum in Nonthaburi, where the future of technology unfolds in Nonthaburi.",3/4/2025 12:25,6,Nonthaburi,Thailand,13.9335463,98.93081114,2012,3.1,524,High,Everyone
Nomad Life Expo in Udon Thani,Travel,"Meet fellow travelers and discover new destinations at the Nomad Life Expo in Udon Thani, spotlighting adventure and exploration in Udon Thani.",2/3/2025 7:59,5,Udon Thani,Thailand,18.88078247,101.6828381,53,4.3,839,Medium,Locals
Silk Folk Dance Night of Food in Udon Thani,Food,"Experience the taste of Thailand at the Silk Folk Dance Night of Food in Udon Thani, featuring iconic dishes and culinary traditions from Udon Thani.",1/31/2025 14:07,2,Udon Thani,Thailand,9.802635673,100.5830365,1632,3.1,373,Medium,Expats
Songkran Island Street Feast of Arts in Surat Thani,Arts,"Explore Thai creativity at the Songkran Island Street Feast of Arts in Surat Thani, a vibrant showcase of traditional and contemporary arts in Surat Thani.",2/17/2025 2:45,2,Surat Thani,Thailand,12.39819928,98.31161528,2135,4.8,551,Medium,Nomads
Southern Beats Showcase in Kanchanaburi,Music,"Enjoy live performances and local rhythms at the Southern Beats Showcase in Kanchanaburi, celebrating Thai music culture in Kanchanaburi.",1/21/2025 10:19,5,Kanchanaburi,Thailand,13.55185822,102.7845215,1668,4.3,678,Low,Nomads
Energy & Movement Games in Ayutthaya,Sports,"Compete or cheer at the Energy & Movement Games in Ayutthaya, an action-packed sports celebration highlighting strength and spirit in Ayutthaya.",3/12/2025 6:16,1,Ayutthaya,Thailand,8.760636664,102.6570489,3252,4.4,404,High,Everyone
Lantern Melody Night in Khon Kaen,Music,"Enjoy live performances and local rhythms at the Lantern Melody Night in Khon Kaen, celebrating Thai music culture in Khon Kaen.",3/18/2025 15:41,1,Khon Kaen,Thailand,7.487438559,104.9368501,152,4.6,977,Low,Nomads
Sea Lotus Ritual of Sports in Hat Yai,Sports,"Compete or cheer at the Sea Lotus Ritual of Sports in Hat Yai, an action-packed sports celebration highlighting strength and spirit in Hat Yai.",3/16/2025 13:46,1,Hat Yai,Thailand,7.864431175,102.0684622,4428,3.6,783,Low,Everyone
Digital Futures Forum in Trang,Technology,"Join leading tech minds and innovators at the Digital Futures Forum in Trang, where the future of technology unfolds in Trang.",2/26/2025 15:18,4,Trang,Thailand,8.820465941,99.43165173,1737,4.3,223,Medium,Locals
Rice Spirit Ceremony of Sports in Udon Thani,Sports,"Compete or cheer at the Rice Spirit Ceremony of Sports in Udon Thani, an action-packed sports celebration highlighting strength and spirit in Udon Thani.",1/11/2025 13:59,6,Udon Thani,Thailand,15.00107086,99.33611576,1781,3.7,481,Low,Nomads
Sacred Cultural Showcase of Sports in Pattaya,Sports,"Compete or cheer at the Sacred Cultural Showcase of Sports in Pattaya, an action-packed sports celebration highlighting strength and spirit in Pattaya.",2/12/2025 12:39,5,Pattaya,Thailand,12.11951354,100.912755,223,4.9,203,High,Locals
Digital Futures Forum in Khon Kaen,Technology,"Join leading tech minds and innovators at the Digital Futures Forum in Khon Kaen, where the future of technology unfolds in Khon Kaen.",3/10/2025 11:38,3,Khon Kaen,Thailand,19.23797192,103.3874792,3083,3.0,393,Free,Expats
Folk Rhythms Thailand in Phuket,Music,"Enjoy live performances and local rhythms at the Folk Rhythms Thailand in Phuket, celebrating Thai music culture in Phuket.",1/17/2025 6:28,6,Phuket,Thailand,6.61317363,100.135845,4875,4.8,846,Low,Locals
Nomad Life Expo in Krabi,Travel,"Meet fellow travelers and discover new destinations at the Nomad Life Expo in Krabi, spotlighting adventure and exploration in Krabi.",3/13/2025 7:29,1,Krabi,Thailand,9.565160101,95.22785641,2898,4.7,634,High,Expats
Community Wisdom Expo in Koh Samui,Education,"Engage in dialogue and discovery at the Community Wisdom Expo in Koh Samui, an inspiring event promoting lifelong learning in Koh Samui.",3/3/2025 22:01,3,Koh Samui,Thailand,16.67577728,99.41251405,4516,3.3,587,High,Expats
River Vibes Live in Ayutthaya,Music,"Enjoy live performances and local rhythms at the River Vibes Live in Ayutthaya, celebrating Thai music culture in Ayutthaya.",2/5/2025 4:54,4,Ayutthaya,Thailand,5.5873295,103.7008237,2263,4.3,647,Medium,Locals
Smart Nation Conference in Hua Hin,Technology,"Join leading tech minds and innovators at the Smart Nation Conference in Hua Hin, where the future of technology unfolds in Hua Hin.",1/11/2025 5:29,2,Hua Hin,Thailand,7.062522351,104.8756906,4425,4.3,400,Free,Everyone
Thai Festival of Arts in Chonburi,Arts,"Explore Thai creativity at the Thai Festival of Arts in Chonburi, a vibrant showcase of traditional and contemporary arts in Chonburi.",2/15/2025 2:59,1,Chonburi,Thailand,18.64152476,99.94150739,464,3.2,362,High,Locals
Authentic Asia Travel Connect in Nonthaburi,Travel,"Meet fellow travelers and discover new destinations at the Authentic Asia Travel Connect in Nonthaburi, spotlighting adventure and exploration in Nonthaburi.",3/12/2025 5:37,4,Nonthaburi,Thailand,8.913059613,102.9731061,905,3.5,418,Medium,Locals
Ancient Festival of Food in Trang,Food,"Experience the taste of Thailand at the Ancient Festival of Food in Trang, featuring iconic dishes and culinary traditions from Trang.",2/18/2025 12:16,3,Trang,Thailand,16.68057131,104.7384877,2642,4.8,300,Medium,Everyone
SmartCity Innovation Fair in Pattaya,Technology,"Join leading tech minds and innovators at the SmartCity Innovation Fair in Pattaya, where the future of technology unfolds in Pattaya.",2/9/2025 5:28,6,Pattaya,Thailand,10.33171002,104.6644039,22,3.8,865,High,Everyone
Southern Beats Showcase in Nakhon Ratchasima,Music,"Enjoy live performances and local rhythms at the Southern Beats Showcase in Nakhon Ratchasima, celebrating Thai music culture in Nakhon Ratchasima.",1/3/2025 13:16,5,Nakhon Ratchasima,Thailand,7.832296933,100.9450054,17,4.2,462,Low,Nomads
Thai Cultural Showcase of Food in Rayong,Food,"Experience the taste of Thailand at the Thai Cultural Showcase of Food in Rayong, featuring iconic dishes and culinary traditions from Rayong.",2/18/2025 1:56,5,Rayong,Thailand,13.22994643,101.2682395,2170,3.3,878,Free,Locals
EduFuture Forum Thailand in Nakhon Ratchasima,Education,"Engage in dialogue and discovery at the EduFuture Forum Thailand in Nakhon Ratchasima, an inspiring event promoting lifelong learning in Nakhon Ratchasima.",2/18/2025 15:53,5,Nakhon Ratchasima,Thailand,8.706981725,99.68934794,3166,4.0,172,Medium,Nomads
Digital Futures Forum in Kanchanaburi,Technology,"Join leading tech minds and innovators at the Digital Futures Forum in Kanchanaburi, where the future of technology unfolds in Kanchanaburi.",1/25/2025 17:59,6,Kanchanaburi,Thailand,18.23301012,103.1077601,1030,4.1,752,High,Locals
Southern Beats Showcase in Bangkok,Music,"Enjoy live performances and local rhythms at the Southern Beats Showcase in Bangkok, celebrating Thai music culture in Bangkok.",3/14/2025 3:34,1,Bangkok,Thailand,13.9035122,103.6556746,591,4.8,760,Low,Expats
Isaan Sound Celebration in Bangkok,Music,"Enjoy live performances and local rhythms at the Isaan Sound Celebration in Bangkok, celebrating Thai music culture in Bangkok.",1/12/2025 2:51,2,Bangkok,Thailand,17.90510786,98.45742086,4812,4.9,262,High,Nomads
Folk Rhythms Thailand in Bangkok,Music,"Enjoy live performances and local rhythms at the Folk Rhythms Thailand in Bangkok, celebrating Thai music culture in Bangkok.",3/8/2025 22:01,1,Bangkok,Thailand,12.30504036,95.90606868,1179,4.0,302,High,Locals
Heritage Fair of Sports in Bangkok,Sports,"Compete or cheer at the Heritage Fair of Sports in Bangkok, an action-packed sports celebration highlighting strength and spirit in Bangkok.",3/15/2025 23:09,6,Bangkok,Thailand,5.420614441,104.480509,333,4.6,744,Free,Locals
Ayutthaya Heritage Fair of Sports in Bangkok,Sports,"Compete or cheer at the Ayutthaya Heritage Fair of Sports in Bangkok, an action-packed sports celebration highlighting strength and spirit in Bangkok.",2/23/2025 19:30,1,Bangkok,Thailand,16.27079173,95.54780524,1364,4.1,242,Low,Expats
Royal Ayutthaya Showcase of Sports in Bangkok,Sports,"Compete or cheer at the Royal Ayutthaya Showcase of Sports in Bangkok, an action-packed sports celebration highlighting strength and spirit in Bangkok.",2/12/2025 11:40,6,Bangkok,Thailand,15.05077837,99.41921309,2686,4.2,853,Medium,Locals
AI Summit by AIS in Bangkok,Technology,"Join leading tech minds and innovators at the AI Summit by AIS in Bangkok, where the future of technology unfolds in Bangkok.",2/18/2025 20:18,1,Bangkok,Thailand,18.27858802,104.2175005,4811,3.6,263,High,Locals
NextGen Tech Expo in Bangkok,Technology,"Join leading tech minds and innovators at the NextGen Tech Expo in Bangkok, where the future of technology unfolds in Bangkok.",3/12/2025 21:15,3,Bangkok,Thailand,14.05264303,98.33495316,1241,4.1,725,Free,Locals
TechSphere in Bangkok,Technology,"Join leading tech minds and innovators at the TechSphere in Bangkok, where the future of technology unfolds in Bangkok.",2/4/2025 6:37,4,Bangkok,Thailand,7.784642003,96.94697479,4683,3.6,572,High,Locals
Digital Futures Forum in Bangkok,Technology,"Join leading tech minds and innovators at the Digital Futures Forum in Bangkok, where the future of technology unfolds in Bangkok.",1/1/2025 14:55,1,Bangkok,Thailand,19.99839785,103.5997338,4652,4.9,978,High,Nomads
Sukhothai Heritage Fair of Arts in Bangkok,Arts,"Explore Thai creativity at the Sukhothai Heritage Fair of Arts in Bangkok, a vibrant showcase of traditional and contemporary arts in Bangkok.",1/1/2025 22:41,2,Bangkok,Thailand,8.541219581,97.43372571,4501,3.7,220,High,Everyone
Ayutthaya Royal Procession of Arts in Bangkok,Arts,"Explore Thai creativity at the Ayutthaya Royal Procession of Arts in Bangkok, a vibrant showcase of traditional and contemporary arts in Bangkok.",2/13/2025 17:43,5,Bangkok,Thailand,9.827470324,99.04167629,1254,4.1,248,Free,Nomads
Sukhothai Heritage Fair of Arts in Bangkok (7c7),Arts,"Explore Thai creativity at the Sukhothai Heritage Fair of Arts in Bangkok (7c7), a vibrant showcase of traditional and contemporary arts in Bangkok.",1/3/2025 22:17,5,Bangkok,Thailand,14.06190648,98.85107647,1740,4.2,681,Free,Locals
Royal Procession of Food in Bangkok,Food,"Experience the taste of Thailand at the Royal Procession of Food in Bangkok, featuring iconic dishes and culinary traditions from Bangkok.",2/23/2025 2:33,5,Bangkok,Thailand,18.79966203,102.0786643,2694,3.7,237,Free,Expats
Heritage Fair of Food in Bangkok,Food,"Experience the taste of Thailand at the Heritage Fair of Food in Bangkok, featuring iconic dishes and culinary traditions from Bangkok.",3/13/2025 3:28,6,Bangkok,Thailand,11.77828671,100.5933027,1068,3.4,734,High,Expats
Ayutthaya Showcase of Food in Bangkok,Food,"Experience the taste of Thailand at the Ayutthaya Showcase of Food in Bangkok, featuring iconic dishes and culinary traditions from Bangkok.",1/20/2025 2:48,2,Bangkok,Thailand,9.49784121,96.98191486,809,3.7,985,Free,Expats
Sukhothai Ayutthaya Showcase of Food in Bangkok,Food,"Experience the taste of Thailand at the Sukhothai Ayutthaya Showcase of Food in Bangkok, featuring iconic dishes and culinary traditions from Bangkok.",1/9/2025 1:50,3,Bangkok,Thailand,18.20291625,99.71098093,253,4.7,147,Low,Locals
Local Wisdom Symposium in Bangkok,Education,"Engage in dialogue and discovery at the Local Wisdom Symposium in Bangkok, an inspiring event promoting lifelong learning in Bangkok.",1/17/2025 18:59,6,Bangkok,Thailand,16.20951776,98.53349586,3359,4.9,566,High,Locals
Lifelong Learning Day in Bangkok,Education,"Engage in dialogue and discovery at the Lifelong Learning Day in Bangkok, an inspiring event promoting lifelong learning in Bangkok.",3/5/2025 23:52,2,Bangkok,Thailand,11.62414642,98.16415132,3644,4.2,917,High,Expats
Smart Learning Thailand in Bangkok,Education,"Engage in dialogue and discovery at the Smart Learning Thailand in Bangkok, an inspiring event promoting lifelong learning in Bangkok.",2/2/2025 16:09,6,Bangkok,Thailand,6.79839303,97.70011785,4455,3.0,627,Medium,Expats
Backpacker Meetup Thailand in Bangkok,Travel,"Meet fellow travelers and discover new destinations at the Backpacker Meetup Thailand in Bangkok, spotlighting adventure and exploration in Bangkok.",1/5/2025 6:03,5,Bangkok,Thailand,10.50769601,97.01739701,1915,3.3,603,High,Nomads
Eco & Adventure Tourism Thailand in Bangkok,Travel,"Meet fellow travelers and discover new destinations at the Eco & Adventure Tourism Thailand in Bangkok, spotlighting adventure and exploration in Bangkok.",3/6/2025 1:33,2,Bangkok,Thailand,9.038727815,98.46748907,3051,4.4,764,Free,Everyone
Local Trails & Taste Expo in Bangkok,Travel,"Meet fellow travelers and discover new destinations at the Local Trails & Taste Expo in Bangkok, spotlighting adventure and exploration in Bangkok.",1/12/2025 13:40,3,Bangkok,Thailand,17.01597791,99.03925215,4065,3.9,658,Low,Locals
Nature & Culture Expo in Bangkok,Travel,"Meet fellow travelers and discover new destinations at the Nature & Culture Expo in Bangkok, spotlighting adventure and exploration in Bangkok.",1/7/2025 16:38,5,Bangkok,Thailand,18.40417587,95.96555568,1901,4.1,312,Free,Nomads
Thai Indie Sound Festival in Chiang Mai,Music,"Enjoy live performances and local rhythms at the Thai Indie Sound Festival in Chiang Mai, celebrating Thai music culture in Chiang Mai.",1/6/2025 20:15,4,Chiang Mai,Thailand,17.05628758,95.37226476,2531,3.5,188,Low,Locals
Folk Rhythms Thailand in Chiang Mai,Music,"Enjoy live performances and local rhythms at the Folk Rhythms Thailand in Chiang Mai, celebrating Thai music culture in Chiang Mai.",1/7/2025 0:03,5,Chiang Mai,Thailand,16.17812035,104.4574641,398,5.0,680,Low,Expats
Cultural Harmony Music Fest in Chiang Mai,Music,"Enjoy live performances and local rhythms at the Cultural Harmony Music Fest in Chiang Mai, celebrating Thai music culture in Chiang Mai.",1/29/2025 10:33,1,Chiang Mai,Thailand,18.484263,101.0111041,2605,4.8,25,Free,Nomads
Southern Beats Showcase in Chiang Mai,Music,"Enjoy live performances and local rhythms at the Southern Beats Showcase in Chiang Mai, celebrating Thai music culture in Chiang Mai.",1/1/2025 17:08,5,Chiang Mai,Thailand,9.497142079,103.7299862,4587,4.7,531,Medium,Locals
Mountain Sports Meetup in Chiang Mai,Sports,"Experience competitive spirit and high energy at the Mountain Sports Meetup in Chiang Mai, a celebration of movement and sports in Chiang Mai.",1/28/2025 16:25,2,Chiang Mai,Thailand,15.18369713,100.1365665,4802,3.2,504,Medium,Everyone
Highland Athletics Challenge in Chiang Mai,Sports,"Join athletes and fans at the Highland Athletics Challenge in Chiang Mai, where tradition and energy drive Thai sports in Chiang Mai.",2/22/2025 12:11,6,Chiang Mai,Thailand,10.1231024,96.66549198,4913,3.5,647,High,Everyone
Highland Marathon in Chiang Mai,Sports,"Experience competitive spirit and high energy at the Highland Marathon in Chiang Mai, a celebration of movement and sports in Chiang Mai.",1/7/2025 22:26,1,Chiang Mai,Thailand,10.40908201,95.76666575,3468,3.9,438,Medium,Expats
Mountain Trail Run in Chiang Mai,Sports,"Compete or cheer at the Mountain Trail Run in Chiang Mai, an action-packed sports celebration highlighting strength and spirit in Chiang Mai.",1/1/2025 10:38,3,Chiang Mai,Thailand,6.527096168,104.4279095,2608,4.2,251,Medium,Locals
NextGen Tech Expo in Chiang Mai,Technology,"Join leading tech minds and innovators at the NextGen Tech Expo in Chiang Mai, where the future of technology unfolds in Chiang Mai.",1/27/2025 8:02,1,Chiang Mai,Thailand,15.72170817,96.40303481,2267,4.1,43,Medium,Everyone
Bangkok AI Summit by AIS in Chiang Mai,Technology,"Join leading tech minds and innovators at the Bangkok AI Summit by AIS in Chiang Mai, where the future of technology unfolds in Chiang Mai.",2/26/2025 23:04,2,Chiang Mai,Thailand,5.948712424,98.24105423,1182,3.3,42,Medium,Everyone
Cyber Intelligence Summit in Chiang Mai,Technology,"Join leading tech minds and innovators at the Cyber Intelligence Summit in Chiang Mai, where the future of technology unfolds in Chiang Mai.",1/8/2025 1:56,5,Chiang Mai,Thailand,16.77883191,102.6410379,2296,4.9,996,High,Locals
ThaiTech Expo in Chiang Mai,Technology,"Join leading tech minds and innovators at the ThaiTech Expo in Chiang Mai, where the future of technology unfolds in Chiang Mai.",2/5/2025 4:30,5,Chiang Mai,Thailand,13.52796293,99.42769249,4203,4.9,477,High,Nomads
Floating Temple Fair of Arts in Chiang Mai (d23),Arts,"Explore Thai creativity at the Floating Temple Fair of Arts in Chiang Mai (d23), a vibrant showcase of traditional and contemporary arts in Chiang Mai.",3/3/2025 12:40,5,Chiang Mai,Thailand,15.49860309,96.81252723,1421,3.1,319,High,Expats
Craft Market of Arts in Chiang Mai,Arts,"Explore Thai creativity at the Craft Market of Arts in Chiang Mai, a vibrant showcase of traditional and contemporary arts in Chiang Mai.",3/2/2025 22:56,6,Chiang Mai,Thailand,19.8939669,100.3938759,3837,4.0,909,Free,Expats
Temple Lantern Display of Food in Chiang Mai,Food,"Experience the taste of Thailand at the Temple Lantern Display of Food in Chiang Mai, featuring iconic dishes and culinary traditions from Chiang Mai.",2/6/2025 15:08,3,Chiang Mai,Thailand,9.230115907,99.85551461,885,3.6,332,Free,Expats
Floating Temple Fair of Food in Chiang Mai,Food,"Experience the taste of Thailand at the Floating Temple Fair of Food in Chiang Mai, featuring iconic dishes and culinary traditions from Chiang Mai.",2/6/2025 21:08,3,Chiang Mai,Thailand,10.04568174,99.46927453,1843,3.1,747,Medium,Locals
Lanna Temple Fair of Food in Chiang Mai,Food,"Experience the taste of Thailand at the Lanna Temple Fair of Food in Chiang Mai, featuring iconic dishes and culinary traditions from Chiang Mai.",1/27/2025 5:08,4,Chiang Mai,Thailand,7.652643754,104.6167835,432,4.5,976,Free,Expats
Temple Craft Market of Food in Chiang Mai,Food,"Experience the taste of Thailand at the Temple Craft Market of Food in Chiang Mai, featuring iconic dishes and culinary traditions from Chiang Mai.",1/13/2025 17:40,2,Chiang Mai,Thailand,19.42449924,99.32246095,2526,4.4,646,High,Nomads
Floating Lantern Display of Food in Chiang Mai,Food,"Experience the taste of Thailand at the Floating Lantern Display of Food in Chiang Mai, featuring iconic dishes and culinary traditions from Chiang Mai.",1/9/2025 12:46,1,Chiang Mai,Thailand,14.17625658,103.6346544,1383,3.3,388,Medium,Locals
Future Skills Festival in Chiang Mai,Education,"Engage in dialogue and discovery at the Future Skills Festival in Chiang Mai, an inspiring event promoting lifelong learning in Chiang Mai.",3/5/2025 2:20,1,Chiang Mai,Thailand,14.70867018,98.11547353,4627,4.1,703,Free,Expats
EduFuture Forum Thailand in Chiang Mai,Education,"Engage in dialogue and discovery at the EduFuture Forum Thailand in Chiang Mai, an inspiring event promoting lifelong learning in Chiang Mai.",2/13/2025 5:53,1,Chiang Mai,Thailand,14.1546005,102.6782286,756,3.6,815,Medium,Everyone
Traditional Knowledge Forum in Chiang Mai,Education,"Engage in dialogue and discovery at the Traditional Knowledge Forum in Chiang Mai, an inspiring event promoting lifelong learning in Chiang Mai.",3/15/2025 3:21,1,Chiang Mai,Thailand,13.84075492,95.4955416,4950,3.1,605,Low,Everyone
Thailand Adventure Expo in Chiang Mai,Travel,"Meet fellow travelers and discover new destinations at the Thailand Adventure Expo in Chiang Mai, spotlighting adventure and exploration in Chiang Mai.",1/22/2025 1:02,4,Chiang Mai,Thailand,16.84018134,103.4312996,3803,3.9,612,Medium,Nomads
Discover Local Destinations Showcase in Chiang Mai,Travel,"Meet fellow travelers and discover new destinations at the Discover Local Destinations Showcase in Chiang Mai, spotlighting adventure and exploration in Chiang Mai.",2/25/2025 13:08,1,Chiang Mai,Thailand,7.027853,101.72079,2908,4.5,242,High,Everyone
Asia Travel Leaders Forum in Chiang Mai,Travel,"Meet fellow travelers and discover new destinations at the Asia Travel Leaders Forum in Chiang Mai, spotlighting adventure and exploration in Chiang Mai.",3/9/2025 17:52,4,Chiang Mai,Thailand,8.900527209,96.13869409,27,4.0,86,High,Everyone
River Vibes Live in Phuket,Music,"Enjoy live performances and local rhythms at the River Vibes Live in Phuket, celebrating Thai music culture in Phuket.",1/30/2025 7:38,6,Phuket,Thailand,7.539880175,96.22174615,1690,3.1,174,Free,Locals
Lantern Melody Night in Phuket,Music,"Enjoy live performances and local rhythms at the Lantern Melody Night in Phuket, celebrating Thai music culture in Phuket.",2/20/2025 15:30,6,Phuket,Thailand,10.98589791,103.7360148,3655,3.1,77,Free,Nomads
Songkran Street Music Fest in Phuket,Music,"Enjoy live performances and local rhythms at the Songkran Street Music Fest in Phuket, celebrating Thai music culture in Phuket.",2/27/2025 21:51,1,Phuket,Thailand,12.62906401,100.3928247,4820,3.3,233,Low,Everyone
Isaan Sound Celebration in Phuket,Music,"Enjoy live performances and local rhythms at the Isaan Sound Celebration in Phuket, celebrating Thai music culture in Phuket.",2/1/2025 10:03,3,Phuket,Thailand,12.16602589,97.81139893,1660,4.2,338,Medium,Nomads
Sea Lotus Ritual of Sports in Phuket,Sports,"Compete or cheer at the Sea Lotus Ritual of Sports in Phuket, an action-packed sports celebration highlighting strength and spirit in Phuket.",1/15/2025 8:19,1,Phuket,Thailand,18.64813298,104.1663753,370,3.6,375,Medium,Expats
Coastal Race Weekend in Phuket,Sports,"Experience competitive spirit and high energy at the Coastal Race Weekend in Phuket, a celebration of movement and sports in Phuket.",2/12/2025 8:04,5,Phuket,Thailand,18.95479401,100.6662221,1388,4.4,761,Low,Nomads
Mountain Sports Meetup in Phuket,Sports,"Experience competitive spirit and high energy at the Mountain Sports Meetup in Phuket, a celebration of movement and sports in Phuket.",1/18/2025 13:58,5,Phuket,Thailand,7.017687954,97.99070115,1328,3.3,70,Free,Nomads
Island Lotus Ritual of Sports in Phuket,Sports,"Compete or cheer at the Island Lotus Ritual of Sports in Phuket, an action-packed sports celebration highlighting strength and spirit in Phuket.",3/2/2025 3:22,2,Phuket,Thailand,17.96453543,98.59135473,4871,4.9,965,High,Locals
Lotus Island Street Feast of Sports in Phuket,Sports,"Compete or cheer at the Lotus Island Street Feast of Sports in Phuket, an action-packed sports celebration highlighting strength and spirit in Phuket.",1/24/2025 17:19,6,Phuket,Thailand,14.03249381,100.4033312,3803,3.7,104,Medium,Expats
NextGen Tech Expo in Phuket,Technology,"Join leading tech minds and innovators at the NextGen Tech Expo in Phuket, where the future of technology unfolds in Phuket.",3/10/2025 13:07,5,Phuket,Thailand,6.4070387,99.14729079,3194,4.8,191,Medium,Nomads
ThaiTech Expo in Phuket,Technology,"Join leading tech minds and innovators at the ThaiTech Expo in Phuket, where the future of technology unfolds in Phuket.",1/18/2025 21:43,2,Phuket,Thailand,10.87612043,99.04046538,450,3.8,211,Low,Expats
Digital Futures Forum in Phuket,Technology,"Join leading tech minds and innovators at the Digital Futures Forum in Phuket, where the future of technology unfolds in Phuket.",1/3/2025 1:23,1,Phuket,Thailand,18.50631348,95.47280779,2118,3.9,899,Medium,Nomads
Songkran Floating Festival of Arts in Phuket,Arts,"Explore Thai creativity at the Songkran Floating Festival of Arts in Phuket, a vibrant showcase of traditional and contemporary arts in Phuket.",1/13/2025 20:41,3,Phuket,Thailand,6.085019101,100.2428463,934,4.4,414,Medium,Locals
Lotus Island Street Feast of Arts in Phuket,Arts,"Explore Thai creativity at the Lotus Island Street Feast of Arts in Phuket, a vibrant showcase of traditional and contemporary arts in Phuket.",1/18/2025 21:32,4,Phuket,Thailand,10.67253195,99.8712074,4020,4.1,674,Medium,Expats
Island Floating Festival of Food in Phuket,Food,"Experience the taste of Thailand at the Island Floating Festival of Food in Phuket, featuring iconic dishes and culinary traditions from Phuket.",3/1/2025 3:25,2,Phuket,Thailand,8.215707411,97.809519,2147,3.3,195,Medium,Nomads
Floating Lotus Ritual of Food in Phuket,Food,"Experience the taste of Thailand at the Floating Lotus Ritual of Food in Phuket, featuring iconic dishes and culinary traditions from Phuket.",1/20/2025 19:01,3,Phuket,Thailand,14.19625751,98.71180866,4692,3.5,560,Free,Locals
Songkran Lotus Ritual of Food in Phuket,Food,"Experience the taste of Thailand at the Songkran Lotus Ritual of Food in Phuket, featuring iconic dishes and culinary traditions from Phuket.",1/6/2025 4:16,1,Phuket,Thailand,16.4149947,96.62921145,3548,3.6,899,Medium,Expats
Traditional Knowledge Forum in Phuket,Education,"Engage in dialogue and discovery at the Traditional Knowledge Forum in Phuket, an inspiring event promoting lifelong learning in Phuket.",2/1/2025 22:29,3,Phuket,Thailand,17.01861205,104.7631825,701,3.6,815,Low,Expats
Smart Learning Thailand in Phuket,Education,"Engage in dialogue and discovery at the Smart Learning Thailand in Phuket, an inspiring event promoting lifelong learning in Phuket.",2/16/2025 21:16,6,Phuket,Thailand,10.00764485,101.6828391,3302,4.9,462,High,Everyone
EduFuture Forum Thailand in Phuket,Education,"Engage in dialogue and discovery at the EduFuture Forum Thailand in Phuket, an inspiring event promoting lifelong learning in Phuket.",3/6/2025 12:38,5,Phuket,Thailand,17.21900611,95.27547208,3555,3.7,737,Low,Locals
Knowledge & Culture Fair in Phuket,Education,"Engage in dialogue and discovery at the Knowledge & Culture Fair in Phuket, an inspiring event promoting lifelong learning in Phuket.",1/19/2025 1:44,6,Phuket,Thailand,11.95485287,98.86291053,2859,3.5,301,High,Locals
Nomad Life Expo in Phuket,Travel,"Meet fellow travelers and discover new destinations at the Nomad Life Expo in Phuket, spotlighting adventure and exploration in Phuket.",1/16/2025 23:39,5,Phuket,Thailand,19.93600723,101.9631382,4634,4.1,972,Low,Expats
Backpacker Meetup Thailand in Phuket,Travel,"Meet fellow travelers and discover new destinations at the Backpacker Meetup Thailand in Phuket, spotlighting adventure and exploration in Phuket.",3/5/2025 3:23,6,Phuket,Thailand,17.06181767,100.7573254,4197,3.0,991,High,Everyone
