Event Name,Event Type,Event Description,Date & Time,Duration (hrs),City,Country,Latitude,Longitude,Attendees,Average Rating,Review Count,Cost,Target Audience
Cultural Exchange & Nomad Networking in Udon Thani,Travel,"Join fellow explorers at Cultural Exchange & Nomad Networking in Udon Thani, a gathering of wanderers and adventure seekers.",2025-02-03 07:59:30,5,Udon Thani,Thailand,18.880782467902726,101.68283809912498,53,4.3,839,Medium,Locals
Street Food Market in Udon Thani,Food,"Satisfy your cravings at Street Food Market in Udon Thani, featuring a variety of delicious cuisines.",2025-01-31 14:07:56,2,Udon Thani,Thailand,9.802635673092235,100.58303650077576,1632,3.1,373,Medium,Expats
Photography & Film Showcase in Surat Thani,Arts,Discover inspiring artworks and meet talented creators at Photography & Film Showcase in Surat Thani.,2025-02-17 02:45:45,2,Surat Thani,Thailand,12.398199281787985,98.31161527623514,2135,4.8,551,Medium,Nomads
Electronic Dance Night in Kanchanaburi,Music,Experience the best of Electronic Dance Night in Kanchanaburi with top DJs and bands setting the vibe.,2025-01-21 10:19:07,5,Kanchanaburi,Thailand,13.551858215915322,102.7845215123697,1668,4.3,678,Low,Nomads
Muay Thai Championship in Ayutthaya,Sports,Join us at Muay Thai Championship in Ayutthaya and test your fitness in a friendly and challenging environment.,2025-03-12 06:16:57,1,Ayutthaya,Thailand,8.760636663912685,102.65704893403195,3252,4.4,404,High,Everyone
Live Jazz Festival in Khon Kaen,Music,"Celebrate your love for music at Live Jazz Festival in Khon Kaen, showcasing talented local and international musicians.",2025-03-18 15:41:19,1,Khon Kaen,Thailand,7.487438558903717,104.93685013264597,152,4.6,977,Low,Nomads
Yoga & Wellness Retreat in Hat Yai,Sports,Join us at Yoga & Wellness Retreat in Hat Yai and test your fitness in a friendly and challenging environment.,2025-03-16 13:46:15,1,Hat Yai,Thailand,7.8644311752192575,102.0684621511594,4428,3.6,783,Low,Everyone
AI & Blockchain Summit in Trang,Technology,"Join industry experts at AI & Blockchain Summit in Trang to discuss the future of AI, blockchain, and more.",2025-02-26 15:18:35,4,Trang,Thailand,8.820465940672259,99.43165173115544,1737,4.3,223,Medium,Locals
Yoga & Wellness Retreat in Udon Thani,Sports,Yoga & Wellness Retreat in Udon Thani is set to bring an adrenaline rush with exciting games and activities.,2025-01-11 13:59:36,6,Udon Thani,Thailand,15.001070861839416,99.3361157553259,1781,3.7,481,Low,Nomads
Marathon Challenge in Pattaya,Sports,"Get active and meet fellow athletes at Marathon Challenge in Pattaya, perfect for beginners and pros alike.",2025-02-12 12:39:16,5,Pattaya,Thailand,12.119513542641133,100.91275500001414,223,4.9,203,High,Locals
AI & Blockchain Summit in Khon Kaen,Technology,"Dive into the latest innovations at AI & Blockchain Summit in Khon Kaen, where tech meets creativity.",2025-03-10 11:38:09,3,Khon Kaen,Thailand,19.237971924152202,103.38747920074331,3083,3.0,393,Free,Expats
Indie Rock Fest in Phuket,Music,"Get ready to dance the night away at Indie Rock Fest in Phuket, featuring amazing artists and a lively crowd.",2025-01-17 06:28:50,6,Phuket,Thailand,6.6131736301603095,100.13584497361727,4875,4.8,846,Low,Locals
Waterfalls & Jungle Trekking in Krabi,Travel,"Waterfalls & Jungle Trekking in Krabi is all about new adventures, cultural discoveries, and unforgettable journeys.",2025-03-13 07:29:54,1,Krabi,Thailand,9.565160100500513,95.22785641005373,2898,4.7,634,High,Expats
Thai Language & Cultural Learning in Koh Samui,Education,Thai Language & Cultural Learning in Koh Samui offers workshops and talks on essential skills for personal and professional growth.,2025-03-03 22:01:17,3,Koh Samui,Thailand,16.67577728404066,99.41251405106509,4516,3.3,587,High,Expats
Electronic Dance Night in Ayutthaya,Music,"Get ready to dance the night away at Electronic Dance Night in Ayutthaya, featuring amazing artists and a lively crowd.",2025-02-05 04:54:01,4,Ayutthaya,Thailand,5.587329499732176,103.7008236787946,2263,4.3,647,Medium,Locals
Startup Pitch Night in Hua Hin,Technology,"Step into the world of tomorrow at Startup Pitch Night in Hua Hin, a tech event designed for innovators.",2025-01-11 05:29:10,2,Hua Hin,Thailand,7.062522351171046,104.87569060718222,4425,4.3,400,Free,Everyone
Street Art & Graffiti Fest in Chonburi,Arts,"Street Art & Graffiti Fest in Chonburi is a must-visit for art lovers, featuring exhibitions, workshops, and live performances.",2025-02-15 02:59:54,1,Chonburi,Thailand,18.641524763795413,99.94150738851448,464,3.2,362,High,Locals
Backpacking & Travel Stories in Nonthaburi,Travel,"Backpacking & Travel Stories in Nonthaburi is all about new adventures, cultural discoveries, and unforgettable journeys.",2025-03-12 05:37:23,4,Nonthaburi,Thailand,8.913059612697811,102.97310613398425,905,3.5,418,Medium,Locals
Vegan Cooking Class in Trang,Food,Vegan Cooking Class in Trang brings together top chefs and food vendors for a taste experience like no other.,2025-02-18 12:16:27,3,Trang,Thailand,16.68057131253036,104.73848769247085,2642,4.8,300,Medium,Everyone
Startup Pitch Night in Pattaya,Technology,"Join industry experts at Startup Pitch Night in Pattaya to discuss the future of AI, blockchain, and more.",2025-02-09 05:28:02,6,Pattaya,Thailand,10.331710021515148,104.66440393658574,22,3.8,865,High,Everyone
Indie Rock Fest in Nakhon Ratchasima,Music,"Indie Rock Fest in Nakhon Ratchasima brings together music lovers for a night of indie, jazz, and electronic beats.",2025-01-03 13:16:38,5,Nakhon Ratchasima,Thailand,7.832296933156566,100.9450053902557,17,4.2,462,Low,Nomads
Thai Dessert & Tea Tasting in Rayong,Food,"Satisfy your cravings at Thai Dessert & Tea Tasting in Rayong, featuring a variety of delicious cuisines.",2025-02-18 01:56:04,5,Rayong,Thailand,13.229946425951017,101.26823953091147,2170,3.3,878,Free,Locals
Freelancing & Remote Work Seminar in Nakhon Ratchasima,Education,"Unlock new possibilities at Freelancing & Remote Work Seminar in Nakhon Ratchasima, an event tailored for lifelong learners.",2025-02-18 15:53:47,5,Nakhon Ratchasima,Thailand,8.706981725315863,99.68934794428009,3166,4.0,172,Medium,Nomads
Startup Pitch Night in Kanchanaburi,Technology,"Step into the world of tomorrow at Startup Pitch Night in Kanchanaburi, a tech event designed for innovators.",2025-01-25 17:59:07,6,Kanchanaburi,Thailand,18.23301011903023,103.10776005123269,1030,4.1,752,High,Locals
Live Jazz Festival in Bangkok,Music,Experience the best of Indie Rock Fest in Bangkok with top DJs and bands setting the vibe.,2025-03-14 03:34:42,1,Bangkok,Thailand,13.90351220382825,103.655674555823,591,4.8,760,Low,Expats
Electronic Dance Night in Bangkok,Music,"Get ready to dance the night away at Indie Rock Fest in Bangkok, featuring amazing artists and a lively crowd.",2025-01-12 02:51:05,2,Bangkok,Thailand,17.90510785829017,98.45742086382049,4812,4.9,262,High,Nomads
Acoustic Music Gathering in Bangkok,Music,"Celebrate your love for music at Sunset Music Vibes in Bangkok, showcasing talented local and international musicians.",2025-03-08 22:01:39,1,Bangkok,Thailand,12.305040362071338,95.90606867636824,1179,4.0,302,High,Locals
Muay Thai Championship in Bangkok,Sports,"Compete or cheer at Beach Volleyball Tournament in Bangkok, an action-packed event for sports enthusiasts.",2025-03-15 23:09:10,6,Bangkok,Thailand,5.4206144408688655,104.48050904979769,333,4.6,744,Free,Locals
Cycling Race through Bangkok,Sports,Cycling Race through Bangkok is your chance to experience the thrill of competition and sportsmanship.,2025-02-23 19:30:19,1,Bangkok,Thailand,16.270791725205786,95.54780524012813,1364,4.1,242,Low,Expats
Yoga & Wellness Retreat in Bangkok,Sports,"Get active and meet fellow athletes at Beach Volleyball Tournament in Bangkok, perfect for beginners and pros alike.",2025-02-12 11:40:46,6,Bangkok,Thailand,15.050778372255117,99.41921309429823,2686,4.2,853,Medium,Locals
Startup Pitch Night in Bangkok,Technology,"Step into the world of tomorrow at AI & Blockchain Summit in Bangkok, a tech event designed for innovators.",2025-02-18 20:18:02,1,Bangkok,Thailand,18.278588018516015,104.21750051686244,4811,3.6,263,High,Locals
Data Science Hackathon in Bangkok,Technology,"Join industry experts at Startup Pitch Night in Bangkok to discuss the future of AI, blockchain, and more.",2025-03-12 21:15:09,3,Bangkok,Thailand,14.052643034680338,98.33495316175112,1241,4.1,725,Free,Locals
Cybersecurity Conference in Bangkok,Technology,"Cybersecurity Conference in Bangkok is the place to learn, network, and explore groundbreaking tech solutions.",2025-02-04 06:37:54,4,Bangkok,Thailand,7.784642003213959,96.94697479071671,4683,3.6,572,High,Locals
Web Development Workshop in Bangkok,Technology,Startup Pitch Night in Bangkok is the ultimate event for aspiring developers and startup founders.,2025-01-01 14:55:46,1,Bangkok,Thailand,19.99839785392283,103.5997338050744,4652,4.9,978,High,Nomads
Theatre & Performing Arts Festival in Bangkok,Arts,Experience the beauty of traditional and modern art at Theatre & Performing Arts Festival in Bangkok.,2025-01-01 22:41:11,2,Bangkok,Thailand,8.541219580537327,97.43372571299821,4501,3.7,220,High,Everyone
Street Art & Graffiti Fest in Bangkok,Arts,"Theatre & Performing Arts Festival in Bangkok is a must-visit for art lovers, featuring exhibitions, workshops, and live performances.",2025-02-13 17:43:52,5,Bangkok,Thailand,9.827470323948631,99.04167628549901,1254,4.1,248,Free,Nomads
Traditional Thai Dance Performance in Bangkok,Arts,"Let your artistic side shine at Painting & Sculpture Workshop in Bangkok, where imagination knows no bounds.",2025-01-03 22:17:13,5,Bangkok,Thailand,14.061906483163154,98.85107646935023,1740,4.2,681,Free,Locals
Gourmet Tasting Event in Bangkok,Food,Gourmet Tasting Event in Bangkok brings together top chefs and food vendors for a taste experience like no other.,2025-02-23 02:33:59,5,Bangkok,Thailand,18.79966202935165,102.0786643191684,2694,3.7,237,Free,Expats
Street Food Market in Bangkok,Food,"Satisfy your cravings at Street Food Market in Bangkok, featuring a variety of delicious cuisines.",2025-03-13 03:28:01,6,Bangkok,Thailand,11.778286708537546,100.59330272524564,1068,3.4,734,High,Expats
Vegan Cooking Class in Bangkok,Food,"Satisfy your cravings at Gourmet Tasting Event in Bangkok, featuring a variety of delicious cuisines.",2025-01-20 02:48:17,2,Bangkok,Thailand,9.497841209924982,96.98191486281809,809,3.7,985,Free,Expats
International Food Festival in Bangkok,Food,Gourmet Tasting Event in Bangkok brings together top chefs and food vendors for a taste experience like no other.,2025-01-09 01:50:32,3,Bangkok,Thailand,18.202916252502348,99.71098092937713,253,4.7,147,Low,Locals
Mindfulness & Meditation Retreat in Bangkok,Education,Financial Literacy Workshop in Bangkok offers workshops and talks on essential skills for personal and professional growth.,2025-01-17 18:59:39,6,Bangkok,Thailand,16.209517760532673,98.53349586333354,3359,4.9,566,High,Locals
Public Speaking Bootcamp in Bangkok,Education,"Boost your expertise at Public Speaking Bootcamp in Bangkok, where knowledge meets opportunity.",2025-03-05 23:52:06,2,Bangkok,Thailand,11.624146419483235,98.16415131799148,3644,4.2,917,High,Expats
Freelancing & Remote Work Seminar in Bangkok,Education,"Boost your expertise at Thai Language & Cultural Learning in Bangkok, where knowledge meets opportunity.",2025-02-02 16:09:37,6,Bangkok,Thailand,6.798393030197426,97.70011785377935,4455,3.0,627,Medium,Expats
Backpacking & Travel Stories in Bangkok,Travel,"Get inspired at Cultural Exchange & Nomad Networking in Bangkok, where travel enthusiasts share their stories and experiences.",2025-01-05 06:03:53,5,Bangkok,Thailand,10.507696011054566,97.01739700855863,1915,3.3,603,High,Nomads
Island Hopping Adventure from Bangkok,Travel,"Get inspired at Island Hopping Adventure from Bangkok, where travel enthusiasts share their stories and experiences.",2025-03-06 01:33:30,2,Bangkok,Thailand,9.03872781495918,98.46748907205583,3051,4.4,764,Free,Everyone
Motorbike Road Trip Through Bangkok,Travel,Island Hopping Adventure from Bangkok is your gateway to discovering hidden gems and breathtaking destinations.,2025-01-12 13:40:28,3,Bangkok,Thailand,17.01597790994694,99.0392521464202,4065,3.9,658,Low,Locals
Waterfalls & Jungle Trekking in Bangkok,Travel,"Get inspired at Backpacking & Travel Stories in Bangkok, where travel enthusiasts share their stories and experiences.",2025-01-07 16:38:44,5,Bangkok,Thailand,18.40417587131168,95.96555568059156,1901,4.1,312,Free,Nomads
Electronic Dance Night in Chiang Mai,Music,"Join us for Acoustic Music Gathering in Chiang Mai, where you'll enjoy an evening of live music and unforgettable performances.",2025-01-06 20:15:36,4,Chiang Mai,Thailand,17.0562875848663,95.37226476020862,2531,3.5,188,Low,Locals
Sunset Music Vibes in Chiang Mai,Music,"Get ready to dance the night away at Sunset Music Vibes in Chiang Mai, featuring amazing artists and a lively crowd.",2025-01-07 00:03:14,5,Chiang Mai,Thailand,16.17812034714055,104.45746410236694,398,5.0,680,Low,Expats
Live Jazz Festival in Chiang Mai,Music,"Join us for Live Jazz Festival in Chiang Mai, where you'll enjoy an evening of live music and unforgettable performances.",2025-01-29 10:33:26,1,Chiang Mai,Thailand,18.484263004985863,101.01110414428844,2605,4.8,25,Free,Nomads
Indie Rock Fest in Chiang Mai,Music,Experience the best of Electronic Dance Night in Chiang Mai with top DJs and bands setting the vibe.,2025-01-01 17:08:51,5,Chiang Mai,Thailand,9.497142079063885,103.72998622046075,4587,4.7,531,Medium,Locals
Cycling Race through Chiang Mai,Sports,"Compete or cheer at Cycling Race through Chiang Mai, an action-packed event for sports enthusiasts.",2025-01-28 16:25:47,2,Chiang Mai,Thailand,15.183697132306314,100.13656652947009,4802,3.2,504,Medium,Everyone
Yoga & Wellness Retreat in Chiang Mai,Sports,Yoga & Wellness Retreat in Chiang Mai is your chance to experience the thrill of competition and sportsmanship.,2025-02-22 12:11:28,6,Chiang Mai,Thailand,10.123102403556086,96.66549197601832,4913,3.5,647,High,Everyone
Marathon Challenge in Chiang Mai,Sports,"Compete or cheer at Marathon Challenge in Chiang Mai, an action-packed event for sports enthusiasts.",2025-01-07 22:26:06,1,Chiang Mai,Thailand,10.409082007442638,95.76666574549701,3468,3.9,438,Medium,Expats
Muay Thai Championship in Chiang Mai,Sports,Join us at Yoga & Wellness Retreat in Chiang Mai and test your fitness in a friendly and challenging environment.,2025-01-01 10:38:26,3,Chiang Mai,Thailand,6.527096167884649,104.42790946308962,2608,4.2,251,Medium,Locals
Startup Pitch Night in Chiang Mai,Technology,"Step into the world of tomorrow at Startup Pitch Night in Chiang Mai, a tech event designed for innovators.",2025-01-27 08:02:07,1,Chiang Mai,Thailand,15.721708173043183,96.40303481247012,2267,4.1,43,Medium,Everyone
AI & Blockchain Summit in Chiang Mai,Technology,"Join industry experts at AI & Blockchain Summit in Chiang Mai to discuss the future of AI, blockchain, and more.",2025-02-26 23:04:25,2,Chiang Mai,Thailand,5.948712424190112,98.24105423010799,1182,3.3,42,Medium,Everyone
Web Development Workshop in Chiang Mai,Technology,"Startup Pitch Night in Chiang Mai is the place to learn, network, and explore groundbreaking tech solutions.",2025-01-08 01:56:14,5,Chiang Mai,Thailand,16.77883191379029,102.64103788569773,2296,4.9,996,High,Locals
Data Science Hackathon in Chiang Mai,Technology,Data Science Hackathon in Chiang Mai is the ultimate event for aspiring developers and startup founders.,2025-02-05 04:30:26,5,Chiang Mai,Thailand,13.527962932051407,99.42769249127984,4203,4.9,477,High,Nomads
Photography & Film Showcase in Chiang Mai,Arts,Experience the beauty of traditional and modern art at Photography & Film Showcase in Chiang Mai.,2025-03-03 12:40:20,5,Chiang Mai,Thailand,15.498603093584785,96.81252722587678,1421,3.1,319,High,Expats
Theatre & Performing Arts Festival in Chiang Mai,Arts,"Street Art & Graffiti Fest in Chiang Mai is a must-visit for art lovers, featuring exhibitions, workshops, and live performances.",2025-03-02 22:56:54,6,Chiang Mai,Thailand,19.893966899104385,100.3938759061162,3837,4.0,909,Free,Expats
Thai Dessert & Tea Tasting in Chiang Mai,Food,"Join us for Thai Dessert & Tea Tasting in Chiang Mai, where you'll discover new dishes and culinary delights.",2025-02-06 15:08:26,3,Chiang Mai,Thailand,9.230115907441027,99.85551461336873,885,3.6,332,Free,Expats
Vegan Cooking Class in Chiang Mai,Food,"Indulge in the best flavors at Vegan Cooking Class in Chiang Mai, where food lovers gather to feast.",2025-02-06 21:08:13,3,Chiang Mai,Thailand,10.045681736507163,99.46927453053844,1843,3.1,747,Medium,Locals
International Food Festival in Chiang Mai,Food,"Foodies, don’t miss Vegan Cooking Class in Chiang Mai, the ultimate festival for street food and gourmet treats.",2025-01-27 05:08:12,4,Chiang Mai,Thailand,7.652643754411216,104.61678351694346,432,4.5,976,Free,Expats
Street Food Market in Chiang Mai,Food,"Join us for International Food Festival in Chiang Mai, where you'll discover new dishes and culinary delights.",2025-01-13 17:40:09,2,Chiang Mai,Thailand,19.42449923900149,99.322460954425,2526,4.4,646,High,Nomads
Gourmet Tasting Event in Chiang Mai,Food,"Satisfy your cravings at International Food Festival in Chiang Mai, featuring a variety of delicious cuisines.",2025-01-09 12:46:54,1,Chiang Mai,Thailand,14.176256575934826,103.63465435037526,1383,3.3,388,Medium,Locals
Financial Literacy Workshop in Chiang Mai,Education,Financial Literacy Workshop in Chiang Mai offers workshops and talks on essential skills for personal and professional growth.,2025-03-05 02:20:45,1,Chiang Mai,Thailand,14.708670184863912,98.11547353212549,4627,4.1,703,Free,Expats
Freelancing & Remote Work Seminar in Chiang Mai,Education,"Expand your knowledge at Freelancing & Remote Work Seminar in Chiang Mai, a learning event designed to inspire and educate.",2025-02-13 05:53:57,1,Chiang Mai,Thailand,14.154600500788202,102.67822858933738,756,3.6,815,Medium,Everyone
Mindfulness & Meditation Retreat in Chiang Mai,Education,"Boost your expertise at Freelancing & Remote Work Seminar in Chiang Mai, where knowledge meets opportunity.",2025-03-15 03:21:23,1,Chiang Mai,Thailand,13.840754923953563,95.49554159590686,4950,3.1,605,Low,Everyone
Cultural Exchange & Nomad Networking in Chiang Mai,Travel,"Step into a world of exploration at Cultural Exchange & Nomad Networking in Chiang Mai, designed for those who love to roam.",2025-01-22 01:02:12,4,Chiang Mai,Thailand,16.84018133719224,103.43129958397283,3803,3.9,612,Medium,Nomads
Island Hopping Adventure from Chiang Mai,Travel,"Get inspired at Island Hopping Adventure from Chiang Mai, where travel enthusiasts share their stories and experiences.",2025-02-25 13:08:36,1,Chiang Mai,Thailand,7.027853000315689,101.72078996561592,2908,4.5,242,High,Everyone
Backpacking & Travel Stories in Chiang Mai,Travel,"Join fellow explorers at Waterfalls & Jungle Trekking in Chiang Mai, a gathering of wanderers and adventure seekers.",2025-03-09 17:52:39,4,Chiang Mai,Thailand,8.90052720934946,96.13869408817396,27,4.0,86,High,Everyone
Live Jazz Festival in Phuket,Music,"Celebrate your love for music at Live Jazz Festival in Phuket, showcasing talented local and international musicians.",2025-01-30 07:38:17,6,Phuket,Thailand,7.539880175406557,96.22174614568462,1690,3.1,174,Free,Locals
Acoustic Music Gathering in Phuket,Music,"Join us for Acoustic Music Gathering in Phuket, where you'll enjoy an evening of live music and unforgettable performances.",2025-02-20 15:30:33,6,Phuket,Thailand,10.985897912393204,103.73601484611919,3655,3.1,77,Free,Nomads
Sunset Music Vibes in Phuket,Music,"Get ready to dance the night away at Sunset Music Vibes in Phuket, featuring amazing artists and a lively crowd.",2025-02-27 21:51:50,1,Phuket,Thailand,12.629064005898444,100.39282465072728,4820,3.3,233,Low,Everyone
Electronic Dance Night in Phuket,Music,"Acoustic Music Gathering in Phuket brings together music lovers for a night of indie, jazz, and electronic beats.",2025-02-01 10:03:42,3,Phuket,Thailand,12.166025891879478,97.81139893468423,1660,4.2,338,Medium,Nomads
Cycling Race through Phuket,Sports,"Get active and meet fellow athletes at Cycling Race through Phuket, perfect for beginners and pros alike.",2025-01-15 08:19:10,1,Phuket,Thailand,18.64813298080017,104.16637533539257,370,3.6,375,Medium,Expats
Muay Thai Championship in Phuket,Sports,"Get active and meet fellow athletes at Muay Thai Championship in Phuket, perfect for beginners and pros alike.",2025-02-12 08:04:52,5,Phuket,Thailand,18.95479401298349,100.666222096051,1388,4.4,761,Low,Nomads
Yoga & Wellness Retreat in Phuket,Sports,Yoga & Wellness Retreat in Phuket is set to bring an adrenaline rush with exciting games and activities.,2025-01-18 13:58:09,5,Phuket,Thailand,7.0176879537554715,97.99070114663508,1328,3.3,70,Free,Nomads
Marathon Challenge in Phuket,Sports,"Get active and meet fellow athletes at Marathon Challenge in Phuket, perfect for beginners and pros alike.",2025-03-02 03:22:26,2,Phuket,Thailand,17.964535432656923,98.59135472670346,4871,4.9,965,High,Locals
Beach Volleyball Tournament in Phuket,Sports,Beach Volleyball Tournament in Phuket is set to bring an adrenaline rush with exciting games and activities.,2025-01-24 17:19:37,6,Phuket,Thailand,14.032493811761007,100.4033312317092,3803,3.7,104,Medium,Expats
AI & Blockchain Summit in Phuket,Technology,"AI & Blockchain Summit in Phuket is the place to learn, network, and explore groundbreaking tech solutions.",2025-03-10 13:07:30,5,Phuket,Thailand,6.4070387003922225,99.1472907867452,3194,4.8,191,Medium,Nomads
Startup Pitch Night in Phuket,Technology,"Step into the world of tomorrow at Startup Pitch Night in Phuket, a tech event designed for innovators.",2025-01-18 21:43:21,2,Phuket,Thailand,10.876120431752803,99.04046537502964,450,3.8,211,Low,Expats
Web Development Workshop in Phuket,Technology,"Startup Pitch Night in Phuket is the place to learn, network, and explore groundbreaking tech solutions.",2025-01-03 01:23:49,1,Phuket,Thailand,18.506313476834478,95.47280778514768,2118,3.9,899,Medium,Nomads
Street Art & Graffiti Fest in Phuket,Arts,Experience the beauty of traditional and modern art at Photography & Film Showcase in Phuket.,2025-01-13 20:41:51,3,Phuket,Thailand,6.085019100543565,100.24284628536768,934,4.4,414,Medium,Locals
Traditional Thai Dance Performance in Phuket,Arts,"Let your artistic side shine at Traditional Thai Dance Performance in Phuket, where imagination knows no bounds.",2025-01-18 21:32:57,4,Phuket,Thailand,10.672531954885205,99.87120740096432,4020,4.1,674,Medium,Expats
Vegan Cooking Class in Phuket,Food,"Satisfy your cravings at Vegan Cooking Class in Phuket, featuring a variety of delicious cuisines.",2025-03-01 03:25:40,2,Phuket,Thailand,8.215707410825008,97.80951899627509,2147,3.3,195,Medium,Nomads
International Food Festival in Phuket,Food,"Indulge in the best flavors at Vegan Cooking Class in Phuket, where food lovers gather to feast.",2025-01-20 19:01:29,3,Phuket,Thailand,14.196257512503266,98.71180866334174,4692,3.5,560,Free,Locals
Thai Dessert & Tea Tasting in Phuket,Food,Street Food Market in Phuket brings together top chefs and food vendors for a taste experience like no other.,2025-01-06 04:16:31,1,Phuket,Thailand,16.41499469651357,96.6292114471465,3548,3.6,899,Medium,Expats
Public Speaking Bootcamp in Phuket,Education,Public Speaking Bootcamp in Phuket offers workshops and talks on essential skills for personal and professional growth.,2025-02-01 22:29:09,3,Phuket,Thailand,17.01861205351182,104.76318248052795,701,3.6,815,Low,Expats
Freelancing & Remote Work Seminar in Phuket,Education,"Boost your expertise at Public Speaking Bootcamp in Phuket, where knowledge meets opportunity.",2025-02-16 21:16:55,6,Phuket,Thailand,10.007644853229188,101.68283909361176,3302,4.9,462,High,Everyone
Mindfulness & Meditation Retreat in Phuket,Education,Freelancing & Remote Work Seminar in Phuket offers workshops and talks on essential skills for personal and professional growth.,2025-03-06 12:38:00,5,Phuket,Thailand,17.21900610910287,95.27547207740561,3555,3.7,737,Low,Locals
Thai Language & Cultural Learning in Phuket,Education,"Boost your expertise at Financial Literacy Workshop in Phuket, where knowledge meets opportunity.",2025-01-19 01:44:08,6,Phuket,Thailand,11.954852874935192,98.86291052965682,2859,3.5,301,High,Locals
Island Hopping Adventure from Phuket,Travel,"Get inspired at Motorbike Road Trip Through Phuket, where travel enthusiasts share their stories and experiences.",2025-01-16 23:39:51,5,Phuket,Thailand,19.93600722983831,101.96313820908212,4634,4.1,972,Low,Expats
Waterfalls & Jungle Trekking in Phuket,Travel,Motorbike Road Trip Through Phuket is your gateway to discovering hidden gems and breathtaking destinations.,2025-03-05 03:23:58,6,Phuket,Thailand,17.06181767237178,100.75732544687209,4197,3.0,991,High,Everyone
Backpacking & Travel Stories in Phuket,Travel,"Join fellow explorers at Backpacking & Travel Stories in Phuket, a gathering of wanderers and adventure seekers.",2025-01-06 19:03:39,4,Phuket,Thailand,5.837337021136656,97.25902512896103,1627,4.8,972,Medium,Everyone
Cultural Exchange & Nomad Networking in Phuket,Travel,"Step into a world of exploration at Cultural Exchange & Nomad Networking in Phuket, designed for those who love to roam.",2025-01-28 01:47:45,5,Phuket,Thailand,12.521983944768337,100.30360837427219,95,3.3,22,High,Nomads
Acoustic Music Gathering in Pattaya,Music,Experience the best of Acoustic Music Gathering in Pattaya with top DJs and bands setting the vibe.,2025-02-27 20:02:09,3,Pattaya,Thailand,10.300938050215295,97.77727266702074,3807,3.0,526,High,Locals
Live Jazz Festival in Pattaya,Music,"Celebrate your love for music at Live Jazz Festival in Pattaya, showcasing talented local and international musicians.",2025-01-16 09:35:41,6,Pattaya,Thailand,7.331587521797895,104.60134135968008,2531,4.7,266,Free,Nomads
Electronic Dance Night in Pattaya,Music,"Celebrate your love for music at Acoustic Music Gathering in Pattaya, showcasing talented local and international musicians.",2025-01-29 12:40:24,6,Pattaya,Thailand,13.13038993087795,99.85886846020237,994,4.3,69,Low,Everyone
Indie Rock Fest in Pattaya,Music,"Celebrate your love for music at Acoustic Music Gathering in Pattaya, showcasing talented local and international musicians.",2025-03-07 07:13:06,5,Pattaya,Thailand,18.463418137360993,100.59795626169173,42,4.1,394,High,Everyone
Sunset Music Vibes in Pattaya,Music,"Join us for Indie Rock Fest in Pattaya, where you'll enjoy an evening of live music and unforgettable performances.",2025-01-17 00:48:30,6,Pattaya,Thailand,11.063824904804921,103.86229072794369,2388,3.2,483,Free,Expats
Beach Volleyball Tournament in Pattaya,Sports,Marathon Challenge in Pattaya is set to bring an adrenaline rush with exciting games and activities.,2025-01-11 17:22:32,5,Pattaya,Thailand,5.953865384993756,98.53662220670772,1586,4.9,613,High,Nomads
Muay Thai Championship in Pattaya,Sports,Marathon Challenge in Pattaya is set to bring an adrenaline rush with exciting games and activities.,2025-01-18 13:38:49,4,Pattaya,Thailand,8.838005767041619,104.13277057674836,2805,5.0,198,Free,Locals
Cycling Race through Pattaya,Sports,Cycling Race through Pattaya is set to bring an adrenaline rush with exciting games and activities.,2025-02-03 00:47:30,5,Pattaya,Thailand,14.717541270750383,97.24385761546252,3384,4.2,883,High,Nomads
Yoga & Wellness Retreat in Pattaya,Sports,Beach Volleyball Tournament in Pattaya is your chance to experience the thrill of competition and sportsmanship.,2025-01-18 02:10:46,5,Pattaya,Thailand,19.810998227722948,95.17849117557469,3842,4.3,669,Free,Expats
AI & Blockchain Summit in Pattaya,Technology,"Step into the world of tomorrow at AI & Blockchain Summit in Pattaya, a tech event designed for innovators.",2025-03-11 11:46:04,6,Pattaya,Thailand,6.185294682045771,99.25342615712273,3224,3.5,223,High,Locals
Data Science Hackathon in Pattaya,Technology,"Step into the world of tomorrow at Startup Pitch Night in Pattaya, a tech event designed for innovators.",2025-03-12 23:20:27,1,Pattaya,Thailand,14.857366160190518,101.00712965060058,3334,4.9,855,Free,Everyone
Street Art & Graffiti Fest in Pattaya,Arts,Experience the beauty of traditional and modern art at Street Art & Graffiti Fest in Pattaya.,2025-01-09 19:41:28,4,Pattaya,Thailand,8.931816117365752,101.91310271526626,1996,4.1,249,Free,Expats
Painting & Sculpture Workshop in Pattaya,Arts,Experience the beauty of traditional and modern art at Painting & Sculpture Workshop in Pattaya.,2025-03-04 19:18:20,5,Pattaya,Thailand,15.99744395463301,101.80273154563228,4941,3.9,655,Medium,Everyone
Photography & Film Showcase in Pattaya,Arts,"Let your artistic side shine at Traditional Thai Dance Performance in Pattaya, where imagination knows no bounds.",2025-01-28 16:14:41,5,Pattaya,Thailand,11.554351926366124,104.7410321667247,301,3.5,269,High,Everyone
Theatre & Performing Arts Festival in Pattaya,Arts,Experience the beauty of traditional and modern art at Theatre & Performing Arts Festival in Pattaya.,2025-02-26 11:05:59,3,Pattaya,Thailand,9.128930214914641,95.09432584473304,867,4.9,412,Free,Everyone
